"LinkIndec","Provincia","Partido","Localidad","Tecnologia","Accesos"
"6735030","BUENOS AIRES","San Antonio de Areco","Villa Lía","WIRELESS","56"
"6742010","BUENOS AIRES","San Cayetano","Balneario San Cayetano","FIBRA OPTICA","179"
"6742010","BUENOS AIRES","San Cayetano","Balneario San Cayetano","SATELITAL","32"
"6742020","BUENOS AIRES","San Cayetano","Ochandío","SATELITAL","12"
"6742020","BUENOS AIRES","San Cayetano","Ochandío","WIRELESS","15"
"0","BUENOS AIRES","San Cayetano","Otros","SATELITAL","49"
"6742030","BUENOS AIRES","San Cayetano","San Cayetano","ADSL","76"
"6742030","BUENOS AIRES","San Cayetano","San Cayetano","CABLEMODEM","1.258"
"6742030","BUENOS AIRES","San Cayetano","San Cayetano","FIBRA OPTICA","902"
"6742030","BUENOS AIRES","San Cayetano","San Cayetano","SATELITAL","48"
"6742030","BUENOS AIRES","San Cayetano","San Cayetano","WIRELESS","268"
"0","BUENOS AIRES","San Fernando","Otros","SATELITAL","210"
"6749010","BUENOS AIRES","San Fernando","San Fernando","ADSL","507"
"6749010","BUENOS AIRES","San Fernando","San Fernando","CABLEMODEM","14.006"
"6749010","BUENOS AIRES","San Fernando","San Fernando","DIAL UP","2"
"6749010","BUENOS AIRES","San Fernando","San Fernando","FIBRA OPTICA","15.445"
"6749010","BUENOS AIRES","San Fernando","San Fernando","Otros","3"
"6749010","BUENOS AIRES","San Fernando","San Fernando","SATELITAL","97"
"6749010","BUENOS AIRES","San Fernando","San Fernando","WIRELESS","109"
"6749010","BUENOS AIRES","San Fernando","Victoria","ADSL","127"
"6749010","BUENOS AIRES","San Fernando","Victoria","CABLEMODEM","11.331"
"6749010","BUENOS AIRES","San Fernando","Victoria","FIBRA OPTICA","6.653"
"6749010","BUENOS AIRES","San Fernando","Victoria","Otros","4"
"6749010","BUENOS AIRES","San Fernando","Victoria","SATELITAL","44"
"6749010","BUENOS AIRES","San Fernando","Victoria","WIRELESS","1"
"6749010","BUENOS AIRES","San Fernando","Virreyes","ADSL","33"
"6749010","BUENOS AIRES","San Fernando","Virreyes","CABLEMODEM","5.996"
"6749010","BUENOS AIRES","San Fernando","Virreyes","FIBRA OPTICA","5.693"
"6749010","BUENOS AIRES","San Fernando","Virreyes","SATELITAL","47"
"6756010","BUENOS AIRES","San Isidro","Acassuso","ADSL","67"
"6756010","BUENOS AIRES","San Isidro","Acassuso","CABLEMODEM","3.546"
"6756010","BUENOS AIRES","San Isidro","Acassuso","DIAL UP","1"
"6756010","BUENOS AIRES","San Isidro","Acassuso","FIBRA OPTICA","2.376"
"6756010","BUENOS AIRES","San Isidro","Acassuso","SATELITAL","112"
"6756010","BUENOS AIRES","San Isidro","Beccar","ADSL","278"
"6756010","BUENOS AIRES","San Isidro","Beccar","CABLEMODEM","12.820"
"6756010","BUENOS AIRES","San Isidro","Beccar","FIBRA OPTICA","4.566"
"6756010","BUENOS AIRES","San Isidro","Beccar","Otros","61"
"6756010","BUENOS AIRES","San Isidro","Beccar","SATELITAL","68"
"6756010","BUENOS AIRES","San Isidro","Beccar","WIRELESS","80"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","ADSL","230"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","CABLEMODEM","15.483"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","FIBRA OPTICA","11.455"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","Otros","3"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","SATELITAL","57"
"6756010","BUENOS AIRES","San Isidro","Boulogne Sur Mer","WIRELESS","1"
"6756010","BUENOS AIRES","San Isidro","Martínez","ADSL","478"
"6756010","BUENOS AIRES","San Isidro","Martínez","CABLEMODEM","16.336"
"6756010","BUENOS AIRES","San Isidro","Martínez","DIAL UP","42"
"6756010","BUENOS AIRES","San Isidro","Martínez","FIBRA OPTICA","15.064"
"6756010","BUENOS AIRES","San Isidro","Martínez","Otros","26"
"6756010","BUENOS AIRES","San Isidro","Martínez","SATELITAL","33"
"6756010","BUENOS AIRES","San Isidro","San Isidro","ADSL","221"
"6756010","BUENOS AIRES","San Isidro","San Isidro","CABLEMODEM","14.383"
"6756010","BUENOS AIRES","San Isidro","San Isidro","DIAL UP","1"
"6756010","BUENOS AIRES","San Isidro","San Isidro","FIBRA OPTICA","9.963"
"6756010","BUENOS AIRES","San Isidro","San Isidro","Otros","3"
"6756010","BUENOS AIRES","San Isidro","San Isidro","SATELITAL","39"
"6756010","BUENOS AIRES","San Isidro","San Isidro","WIRELESS","1"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","ADSL","75"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","CABLEMODEM","7.211"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","FIBRA OPTICA","4.816"
"6756010","BUENOS AIRES","San Isidro","Villa Adelina","SATELITAL","27"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","ADSL","6"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","CABLEMODEM","3.954"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","DIAL UP","33"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","FIBRA OPTICA","11.752"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","SATELITAL","81"
"6760010","BUENOS AIRES","San Miguel","Bella Vista","WIRELESS","1.128"
"6760010","BUENOS AIRES","San Miguel","Campo De Mayo","CABLEMODEM","1"
"6760010","BUENOS AIRES","San Miguel","Campo De Mayo","SATELITAL","17"
"6760010","BUENOS AIRES","San Miguel","Muñiz","ADSL","1"
"6760010","BUENOS AIRES","San Miguel","Muñiz","CABLEMODEM","3.911"
"6760010","BUENOS AIRES","San Miguel","Muñiz","DIAL UP","5"
"6760010","BUENOS AIRES","San Miguel","Muñiz","FIBRA OPTICA","2.094"
"6760010","BUENOS AIRES","San Miguel","Muñiz","SATELITAL","47"
"6760010","BUENOS AIRES","San Miguel","San Miguel","ADSL","392"
"6760010","BUENOS AIRES","San Miguel","San Miguel","CABLEMODEM","81.578"
"6760010","BUENOS AIRES","San Miguel","San Miguel","DIAL UP","59"
"6760010","BUENOS AIRES","San Miguel","San Miguel","FIBRA OPTICA","15.117"
"6760010","BUENOS AIRES","San Miguel","San Miguel","SATELITAL","32"
"6760010","BUENOS AIRES","San Miguel","San Miguel","WIRELESS","604"
"6763010","BUENOS AIRES","San Nicolás","Campos Salles","SATELITAL","1"
"6763010","BUENOS AIRES","San Nicolás","Conesa","ADSL","670"
"6763010","BUENOS AIRES","San Nicolás","Conesa","FIBRA OPTICA","1.403"
"6763010","BUENOS AIRES","San Nicolás","Conesa","SATELITAL","9"
"6763010","BUENOS AIRES","San Nicolás","Conesa","WIRELESS","49"
"6763020","BUENOS AIRES","San Nicolás","Erézcano","SATELITAL","4"
"6763020","BUENOS AIRES","San Nicolás","Erézcano","WIRELESS","108"
"6763030","BUENOS AIRES","San Nicolás","General Rojo","FIBRA OPTICA","599"
"6763030","BUENOS AIRES","San Nicolás","General Rojo","SATELITAL","6"
"6763040","BUENOS AIRES","San Nicolás","La Emilia","SATELITAL","4"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","ADSL","2.734"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","CABLEMODEM","14.467"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","DIAL UP","1"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","FIBRA OPTICA","20.901"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","SATELITAL","320"
"6763050","BUENOS AIRES","San Nicolás","San Nicolás de los Arroyos","WIRELESS","259"
"6763010","BUENOS AIRES","San Nicolás","Villa Campi","SATELITAL","1"
"6763010","BUENOS AIRES","San Nicolás","Villa Canto","SATELITAL","8"
"6763060","BUENOS AIRES","San Nicolás","Villa Esperanza","SATELITAL","21"
"6763010","BUENOS AIRES","San Nicolás","Villa Riccio","SATELITAL","8"
"6770010","BUENOS AIRES","San Pedro","Gobernador Castro","SATELITAL","26"
"6770015","BUENOS AIRES","San Pedro","Ingeniero Moneta","SATELITAL","8"
"6770020","BUENOS AIRES","San Pedro","Obligado","SATELITAL","17"
"0","BUENOS AIRES","San Pedro","Otros","SATELITAL","17"
"6770030","BUENOS AIRES","San Pedro","Pueblo Doyle","SATELITAL","21"
"6770030","BUENOS AIRES","San Pedro","Pueblo Doyle","WIRELESS","8"
"6770040","BUENOS AIRES","San Pedro","Río Tala","Otros","237"
"6770040","BUENOS AIRES","San Pedro","Río Tala","SATELITAL","41"
"6770040","BUENOS AIRES","San Pedro","Río Tala","WIRELESS","37"
"6770050","BUENOS AIRES","San Pedro","San Pedro","ADSL","852"
"6770050","BUENOS AIRES","San Pedro","San Pedro","CABLEMODEM","5.451"
"6770050","BUENOS AIRES","San Pedro","San Pedro","FIBRA OPTICA","10.602"
"6770050","BUENOS AIRES","San Pedro","San Pedro","Otros","78"
"6770050","BUENOS AIRES","San Pedro","San Pedro","SATELITAL","158"
"6770050","BUENOS AIRES","San Pedro","San Pedro","WIRELESS","202"
"6770060","BUENOS AIRES","San Pedro","Santa Lucía","ADSL","423"
"6770060","BUENOS AIRES","San Pedro","Santa Lucía","FIBRA OPTICA","186"
"6770060","BUENOS AIRES","San Pedro","Santa Lucía","SATELITAL","52"
"6770060","BUENOS AIRES","San Pedro","Santa Lucía","WIRELESS","61"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","ADSL","4"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","CABLEMODEM","2.982"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","DIAL UP","4"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","FIBRA OPTICA","8.437"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","SATELITAL","255"
"6778020","BUENOS AIRES","San Vicente","Alejandro Korn","WIRELESS","332"
"6778020","BUENOS AIRES","San Vicente","Domselaar","CABLEMODEM","1.729"
"6778020","BUENOS AIRES","San Vicente","Domselaar","SATELITAL","86"
"6778020","BUENOS AIRES","San Vicente","Domselaar","WIRELESS","52"
"0","BUENOS AIRES","San Vicente","Otros","SATELITAL","4"
"6778020","BUENOS AIRES","San Vicente","San Vicente","ADSL","2"
"6778020","BUENOS AIRES","San Vicente","San Vicente","CABLEMODEM","2.997"
"6778020","BUENOS AIRES","San Vicente","San Vicente","DIAL UP","4"
"6778020","BUENOS AIRES","San Vicente","San Vicente","FIBRA OPTICA","4.859"
"6778020","BUENOS AIRES","San Vicente","San Vicente","Otros","80"
"6778020","BUENOS AIRES","San Vicente","San Vicente","SATELITAL","322"
"6778020","BUENOS AIRES","San Vicente","San Vicente","WIRELESS","395"
"6784010","BUENOS AIRES","Suipacha","General Rivas","ADSL","96"
"6784010","BUENOS AIRES","Suipacha","General Rivas","FIBRA OPTICA","6"
"6784010","BUENOS AIRES","Suipacha","General Rivas","SATELITAL","21"
"6784010","BUENOS AIRES","Suipacha","General Rivas","WIRELESS","123"
"0","BUENOS AIRES","Suipacha","Otros","SATELITAL","5"
"6784020","BUENOS AIRES","Suipacha","Suipacha","ADSL","151"
"6784020","BUENOS AIRES","Suipacha","Suipacha","DIAL UP","2"
"6784020","BUENOS AIRES","Suipacha","Suipacha","FIBRA OPTICA","3.307"
"6784020","BUENOS AIRES","Suipacha","Suipacha","SATELITAL","59"
"6784020","BUENOS AIRES","Suipacha","Suipacha","WIRELESS","506"
"6791010","BUENOS AIRES","Tandil","De la Canal","Otros","5"
"6791010","BUENOS AIRES","Tandil","De la Canal","SATELITAL","9"
"6791010","BUENOS AIRES","Tandil","De la Canal","WIRELESS","39"
"6791050","BUENOS AIRES","Tandil","Desvío Aguirre","FIBRA OPTICA","13"
"6791050","BUENOS AIRES","Tandil","Desvío Aguirre","SATELITAL","35"
"6791050","BUENOS AIRES","Tandil","Desvío Aguirre","WIRELESS","1"
"6791030","BUENOS AIRES","Tandil","Gardey","FIBRA OPTICA","304"
"6791030","BUENOS AIRES","Tandil","Gardey","Otros","35"
"6791030","BUENOS AIRES","Tandil","Gardey","SATELITAL","19"
"6791030","BUENOS AIRES","Tandil","Gardey","WIRELESS","21"
"6791040","BUENOS AIRES","Tandil","María Ignacia  (Est. Vela)","ADSL","268"
"6791040","BUENOS AIRES","Tandil","María Ignacia  (Est. Vela)","SATELITAL","19"
"6791040","BUENOS AIRES","Tandil","María Ignacia  (Est. Vela)","WIRELESS","25"
"0","BUENOS AIRES","Tandil","Otros","Otros","45"
"0","BUENOS AIRES","Tandil","Otros","SATELITAL","116"
"6791050","BUENOS AIRES","Tandil","Tandil","ADSL","104"
"6791050","BUENOS AIRES","Tandil","Tandil","CABLEMODEM","42.369"
"6791050","BUENOS AIRES","Tandil","Tandil","DIAL UP","168"
"6791050","BUENOS AIRES","Tandil","Tandil","FIBRA OPTICA","3.789"
"6791050","BUENOS AIRES","Tandil","Tandil","Otros","75"
"6791050","BUENOS AIRES","Tandil","Tandil","SATELITAL","624"
"6791050","BUENOS AIRES","Tandil","Tandil","WIRELESS","1.060"
"6798010","BUENOS AIRES","Tapalqué","Crotto","SATELITAL","12"
"0","BUENOS AIRES","Tapalqué","Otros","SATELITAL","58"
"6798020","BUENOS AIRES","Tapalqué","Tapalqué","SATELITAL","36"
"6798030","BUENOS AIRES","Tapalqué","Velloso","SATELITAL","13"
"6805010","BUENOS AIRES","Tigre","Benavídez","ADSL","815"
"6805010","BUENOS AIRES","Tigre","Benavídez","CABLEMODEM","8.528"
"6805010","BUENOS AIRES","Tigre","Benavídez","FIBRA OPTICA","13.404"
"6805010","BUENOS AIRES","Tigre","Benavídez","Otros","152"
"6805010","BUENOS AIRES","Tigre","Benavídez","SATELITAL","73"
"6805010","BUENOS AIRES","Tigre","Benavídez","WIRELESS","1.605"
"6805010","BUENOS AIRES","Tigre","Dique Luján","ADSL","1"
"6805010","BUENOS AIRES","Tigre","Dique Luján","CABLEMODEM","2.434"
"6805010","BUENOS AIRES","Tigre","Dique Luján","FIBRA OPTICA","497"
"6805010","BUENOS AIRES","Tigre","Dique Luján","SATELITAL","296"
"6805010","BUENOS AIRES","Tigre","Dique Luján","WIRELESS","104"
"6805010","BUENOS AIRES","Tigre","Don Torcuato Este","ADSL","170"
"6805010","BUENOS AIRES","Tigre","Don Torcuato Este","CABLEMODEM","11.954"
"6805010","BUENOS AIRES","Tigre","Don Torcuato Este","DIAL UP","1"
"6805010","BUENOS AIRES","Tigre","Don Torcuato Este","FIBRA OPTICA","15.958"
"6805010","BUENOS AIRES","Tigre","Don Torcuato Este","Otros","3"
"6805010","BUENOS AIRES","Tigre","Don Torcuato Este","SATELITAL","80"
"6805010","BUENOS AIRES","Tigre","Don Torcuato Este","WIRELESS","23"
"6805010","BUENOS AIRES","Tigre","Don Torcuato Oeste","FIBRA OPTICA","1"
"6805010","BUENOS AIRES","Tigre","Don Torcuato Oeste","SATELITAL","15"
"6805010","BUENOS AIRES","Tigre","Don Torcuato Oeste","WIRELESS","186"
"6805010","BUENOS AIRES","Tigre","El Talar","ADSL","48"
"6805010","BUENOS AIRES","Tigre","El Talar","CABLEMODEM","6.257"
"6805010","BUENOS AIRES","Tigre","El Talar","FIBRA OPTICA","10.848"
"6805010","BUENOS AIRES","Tigre","El Talar","Otros","4"
"6805010","BUENOS AIRES","Tigre","El Talar","SATELITAL","40"
"6805010","BUENOS AIRES","Tigre","El Talar","WIRELESS","79"
"6805010","BUENOS AIRES","Tigre","General Pacheco","ADSL","1.300"
"6805010","BUENOS AIRES","Tigre","General Pacheco","CABLEMODEM","10.820"
"6805010","BUENOS AIRES","Tigre","General Pacheco","FIBRA OPTICA","6.314"
"6805010","BUENOS AIRES","Tigre","General Pacheco","OTROS","30"
"6805010","BUENOS AIRES","Tigre","General Pacheco","SATELITAL","58"
"6805010","BUENOS AIRES","Tigre","General Pacheco","WIRELESS","10"
"6805010","BUENOS AIRES","Tigre","Los Troncos Del Talar","ADSL","63"
"6805010","BUENOS AIRES","Tigre","Los Troncos Del Talar","CABLEMODEM","5.941"
"6805010","BUENOS AIRES","Tigre","Los Troncos Del Talar","FIBRA OPTICA","4.576"
"6805010","BUENOS AIRES","Tigre","Los Troncos Del Talar","Otros","1"
"6805010","BUENOS AIRES","Tigre","Los Troncos Del Talar","SATELITAL","61"
"6805010","BUENOS AIRES","Tigre","Nordelta","CABLEMODEM","4.877"
"6805010","BUENOS AIRES","Tigre","Nordelta","FIBRA OPTICA","5.294"
"6805010","BUENOS AIRES","Tigre","Nordelta","SATELITAL","70"
"0","BUENOS AIRES","Tigre","Otros","SATELITAL","132"
"6805010","BUENOS AIRES","Tigre","Ricardo Rojas","ADSL","1.052"
"6805010","BUENOS AIRES","Tigre","Ricardo Rojas","CABLEMODEM","3.162"
"6805010","BUENOS AIRES","Tigre","Ricardo Rojas","FIBRA OPTICA","3.170"
"6805010","BUENOS AIRES","Tigre","Ricardo Rojas","OTROS","6"
"6805010","BUENOS AIRES","Tigre","Ricardo Rojas","SATELITAL","31"
"6805010","BUENOS AIRES","Tigre","Rincón de Milberg","ADSL","643"
"6805010","BUENOS AIRES","Tigre","Rincón de Milberg","CABLEMODEM","8.799"
"6805010","BUENOS AIRES","Tigre","Rincón de Milberg","FIBRA OPTICA","3.705"
"6805010","BUENOS AIRES","Tigre","Rincón de Milberg","Otros","18"
"6805010","BUENOS AIRES","Tigre","Rincón de Milberg","SATELITAL","211"
"6805010","BUENOS AIRES","Tigre","Rincón de Milberg","WIRELESS","45"
"6805010","BUENOS AIRES","Tigre","Tigre","ADSL","79"
"6805010","BUENOS AIRES","Tigre","Tigre","CABLEMODEM","11.808"
"6805010","BUENOS AIRES","Tigre","Tigre","FIBRA OPTICA","8.814"
"6805010","BUENOS AIRES","Tigre","Tigre","Otros","222"
"6805010","BUENOS AIRES","Tigre","Tigre","SATELITAL","430"
"6805010","BUENOS AIRES","Tigre","Tigre","WIRELESS","175"
"6812010","BUENOS AIRES","Tordillo","General Conesa","ADSL","28"
"6812010","BUENOS AIRES","Tordillo","General Conesa","CABLEMODEM","227"
"6812010","BUENOS AIRES","Tordillo","General Conesa","FIBRA OPTICA","1"
"6812010","BUENOS AIRES","Tordillo","General Conesa","SATELITAL","11"
"6812010","BUENOS AIRES","Tordillo","General Conesa","WIRELESS","63"
"0","BUENOS AIRES","Tordillo","Otros","SATELITAL","13"
"6812010","BUENOS AIRES","Tordillo","Villa Roch","SATELITAL","3"
"6812010","BUENOS AIRES","Tordillo","Villa Roch","WIRELESS","11"
"6819010","BUENOS AIRES","Tornquist","Chasicó","SATELITAL","5"
"0","BUENOS AIRES","Tornquist","Otros","SATELITAL","19"
"6819020","BUENOS AIRES","Tornquist","Saldungaray","ADSL","651"
"6819020","BUENOS AIRES","Tornquist","Saldungaray","SATELITAL","8"
"6819030","BUENOS AIRES","Tornquist","Sierra de la Ventana","CABLEMODEM","486"
"6819030","BUENOS AIRES","Tornquist","Sierra de la Ventana","FIBRA OPTICA","727"
"6819030","BUENOS AIRES","Tornquist","Sierra de la Ventana","SATELITAL","12"
"6819040","BUENOS AIRES","Tornquist","Tornquist","ADSL","76"
"6819040","BUENOS AIRES","Tornquist","Tornquist","CABLEMODEM","966"
"6819040","BUENOS AIRES","Tornquist","Tornquist","FIBRA OPTICA","1.457"
"6819040","BUENOS AIRES","Tornquist","Tornquist","SATELITAL","41"
"6819040","BUENOS AIRES","Tornquist","Tornquist","WIRELESS","355"
"6819050","BUENOS AIRES","Tornquist","Tres Picos","SATELITAL","10"
"6819060","BUENOS AIRES","Tornquist","Villa Serrana La Gruta","CABLEMODEM","119"
"6819060","BUENOS AIRES","Tornquist","Villa Serrana La Gruta","SATELITAL","54"
"6819070","BUENOS AIRES","Tornquist","Villa Ventana","ADSL","475"
"6819070","BUENOS AIRES","Tornquist","Villa Ventana","SATELITAL","41"
"6826040","BUENOS AIRES","Trenque Lauquen","30 de Agosto","CABLEMODEM","184"
"6826040","BUENOS AIRES","Trenque Lauquen","30 de Agosto","FIBRA OPTICA","1.486"
"6826040","BUENOS AIRES","Trenque Lauquen","30 de Agosto","Otros","2.376"
"6826040","BUENOS AIRES","Trenque Lauquen","30 de Agosto","SATELITAL","44"
"6826010","BUENOS AIRES","Trenque Lauquen","Berutti","FIBRA OPTICA","331"
"6826010","BUENOS AIRES","Trenque Lauquen","Berutti","SATELITAL","10"
"6826020","BUENOS AIRES","Trenque Lauquen","Girodias","ADSL","45"
"6826020","BUENOS AIRES","Trenque Lauquen","Girodias","SATELITAL","21"
"6826020","BUENOS AIRES","Trenque Lauquen","Girodias","WIRELESS","2"
"6826030","BUENOS AIRES","Trenque Lauquen","La Carreta","SATELITAL","8"
"6826030","BUENOS AIRES","Trenque Lauquen","La Carreta","WIRELESS","2"
"0","BUENOS AIRES","Trenque Lauquen","Otros","SATELITAL","87"
"6826050","BUENOS AIRES","Trenque Lauquen","Trenque Lauquen","ADSL","12.855"
"6826050","BUENOS AIRES","Trenque Lauquen","Trenque Lauquen","CABLEMODEM","5"
"6826050","BUENOS AIRES","Trenque Lauquen","Trenque Lauquen","DIAL UP","60"
"6826050","BUENOS AIRES","Trenque Lauquen","Trenque Lauquen","FIBRA OPTICA","16.791"
"6826050","BUENOS AIRES","Trenque Lauquen","Trenque Lauquen","SATELITAL","137"
"6826050","BUENOS AIRES","Trenque Lauquen","Trenque Lauquen","WIRELESS","1.241"
"6826060","BUENOS AIRES","Trenque Lauquen","Trongé","SATELITAL","2"
"6826060","BUENOS AIRES","Trenque Lauquen","Trongé","WIRELESS","2"
"6833010","BUENOS AIRES","Tres Arroyos","Balneario Orense","FIBRA OPTICA","1"
"6833010","BUENOS AIRES","Tres Arroyos","Balneario Orense","SATELITAL","9"
"6833020","BUENOS AIRES","Tres Arroyos","Claromecó","ADSL","186"
"6833020","BUENOS AIRES","Tres Arroyos","Claromecó","FIBRA OPTICA","840"
"6833020","BUENOS AIRES","Tres Arroyos","Claromecó","SATELITAL","8"
"6833020","BUENOS AIRES","Tres Arroyos","Claromecó","WIRELESS","1.196"
"6833030","BUENOS AIRES","Tres Arroyos","Copetonas","FIBRA OPTICA","2"
"6833030","BUENOS AIRES","Tres Arroyos","Copetonas","SATELITAL","31"
"6833030","BUENOS AIRES","Tres Arroyos","Copetonas","WIRELESS","89"
"6833110","BUENOS AIRES","Tres Arroyos","Dunamar","SATELITAL","46"
"6833040","BUENOS AIRES","Tres Arroyos","Lin Calel","SATELITAL","9"
"6833040","BUENOS AIRES","Tres Arroyos","Lin Calel","WIRELESS","12"
"6833050","BUENOS AIRES","Tres Arroyos","Micaela Cascallares  (Est. Cascallares)","FIBRA OPTICA","1"
"6833050","BUENOS AIRES","Tres Arroyos","Micaela Cascallares  (Est. Cascallares)","SATELITAL","10"
"6833050","BUENOS AIRES","Tres Arroyos","Micaela Cascallares  (Est. Cascallares)","WIRELESS","173"
"6833060","BUENOS AIRES","Tres Arroyos","Orense","FIBRA OPTICA","246"
"6833060","BUENOS AIRES","Tres Arroyos","Orense","Otros","407"
"6833060","BUENOS AIRES","Tres Arroyos","Orense","SATELITAL","31"
"6833060","BUENOS AIRES","Tres Arroyos","Orense","WIRELESS","146"
"0","BUENOS AIRES","Tres Arroyos","Otros","SATELITAL","63"
"6833070","BUENOS AIRES","Tres Arroyos","Reta","SATELITAL","41"
"6833070","BUENOS AIRES","Tres Arroyos","Reta","WIRELESS","224"
"6833080","BUENOS AIRES","Tres Arroyos","San Francisco de Bellocq","FIBRA OPTICA","3"
"6833080","BUENOS AIRES","Tres Arroyos","San Francisco de Bellocq","SATELITAL","16"
"6833080","BUENOS AIRES","Tres Arroyos","San Francisco de Bellocq","WIRELESS","162"
"6833090","BUENOS AIRES","Tres Arroyos","San Mayol","SATELITAL","10"
"6833090","BUENOS AIRES","Tres Arroyos","San Mayol","WIRELESS","19"
"6833100","BUENOS AIRES","Tres Arroyos","Tres Arroyos","ADSL","681"
"6833100","BUENOS AIRES","Tres Arroyos","Tres Arroyos","CABLEMODEM","13.240"
"6833100","BUENOS AIRES","Tres Arroyos","Tres Arroyos","DIAL UP","52"
"6833100","BUENOS AIRES","Tres Arroyos","Tres Arroyos","FIBRA OPTICA","1.630"
"6833100","BUENOS AIRES","Tres Arroyos","Tres Arroyos","SATELITAL","156"
"6833100","BUENOS AIRES","Tres Arroyos","Tres Arroyos","WIRELESS","1.725"
"6833110","BUENOS AIRES","Tres Arroyos","Villa Rodríguez  (Est. Barrow)","SATELITAL","5"
"6840010","BUENOS AIRES","Tres De Febrero","11 De Septiembre","ADSL","3"
"6840010","BUENOS AIRES","Tres De Febrero","11 De Septiembre","CABLEMODEM","1.362"
"6840010","BUENOS AIRES","Tres De Febrero","11 De Septiembre","FIBRA OPTICA","3"
"6840010","BUENOS AIRES","Tres De Febrero","11 De Septiembre","SATELITAL","3"
"6840010","BUENOS AIRES","Tres De Febrero","Caseros","ADSL","586"
"6840010","BUENOS AIRES","Tres De Febrero","Caseros","CABLEMODEM","25.738"
"6840010","BUENOS AIRES","Tres De Febrero","Caseros","FIBRA OPTICA","10.639"
"6840010","BUENOS AIRES","Tres De Febrero","Caseros","Otros","17"
"6840010","BUENOS AIRES","Tres de Febrero","Caseros","SATELITAL","37"
"6840010","BUENOS AIRES","Tres De Febrero","Caseros","WIRELESS","2"
"6840010","BUENOS AIRES","Tres De Febrero","Churruca","ADSL","1"
"6840010","BUENOS AIRES","Tres De Febrero","Churruca","CABLEMODEM","1.009"
"6840010","BUENOS AIRES","Tres De Febrero","Churruca","FIBRA OPTICA","1.811"
"6840010","BUENOS AIRES","Tres de Febrero","Churruca","SATELITAL","5"
"6840010","BUENOS AIRES","Tres De Febrero","Ciudadela","ADSL","39"
"6840010","BUENOS AIRES","Tres De Febrero","Ciudadela","CABLEMODEM","11.909"
"6840010","BUENOS AIRES","Tres De Febrero","Ciudadela","DIAL UP","60"
"6840010","BUENOS AIRES","Tres De Febrero","Ciudadela","FIBRA OPTICA","16.889"
"6840010","BUENOS AIRES","Tres De Febrero","Ciudadela","Otros","4"
"6840010","BUENOS AIRES","Tres De Febrero","Ciudadela","SATELITAL","12"
"6840010","BUENOS AIRES","Tres De Febrero","Ciudadela","WIRELESS","4"
"6840010","BUENOS AIRES","Tres De Febrero","Ciudad Jardín Lomas del Palomar","ADSL","51"
"6840010","BUENOS AIRES","Tres De Febrero","Ciudad Jardín Lomas del Palomar","CABLEMODEM","5.809"
"6840010","BUENOS AIRES","Tres De Febrero","Ciudad Jardín Lomas del Palomar","FIBRA OPTICA","1.175"
"6840010","BUENOS AIRES","Tres de Febrero","Ciudad Jardín Lomas del Palomar","SATELITAL","9"
"6840010","BUENOS AIRES","Tres De Febrero","El Libertador","ADSL","14"
"6840010","BUENOS AIRES","Tres De Febrero","El Libertador","CABLEMODEM","3.197"
"6840010","BUENOS AIRES","Tres De Febrero","El Libertador","FIBRA OPTICA","2"
"6840010","BUENOS AIRES","Tres De Febrero","El Libertador","Otros","2"
"6840010","BUENOS AIRES","Tres de Febrero","El Libertador","SATELITAL","6"
"6840010","BUENOS AIRES","Tres De Febrero","Jose Ingenieros","CABLEMODEM","2.122"
"6840010","BUENOS AIRES","Tres De Febrero","Jose Ingenieros","FIBRA OPTICA","633"
"6840010","BUENOS AIRES","Tres De Febrero","Jose Ingenieros","Otros","1"
"6840010","BUENOS AIRES","Tres de Febrero","Jose Ingenieros","SATELITAL","10"
"6840010","BUENOS AIRES","Tres De Febrero","Jose Ingenieros","WIRELESS","5"
"6840010","BUENOS AIRES","Tres De Febrero","Loma Hermosa","ADSL","67"
"6840010","BUENOS AIRES","Tres De Febrero","Loma Hermosa","CABLEMODEM","6.320"
