"LinkIndec","Provincia","Partido","Localidad","Velocidad","Accesos"
"54098050","MISIONES","San Ignacio","Gobernador Roca","6","13"
"54098050","MISIONES","San Ignacio","Gobernador Roca","7","503"
"54098050","MISIONES","San Ignacio","Gobernador Roca","10","84"
"54098050","MISIONES","San Ignacio","Gobernador Roca","15","9"
"54098050","MISIONES","San Ignacio","Gobernador Roca","20","1"
"54098050","MISIONES","San Ignacio","Gobernador Roca","226,5","87"
"54098060","MISIONES","San Ignacio","Helvecia","7","92"
"54098060","MISIONES","San Ignacio","Helvecia","226,5","8"
"54098070","MISIONES","San Ignacio","Hipólito Yrigoyen","5","116"
"54098070","MISIONES","San Ignacio","Hipólito Yrigoyen","6","52"
"54098070","MISIONES","San Ignacio","Hipólito Yrigoyen","7","293"
"54098070","MISIONES","San Ignacio","Hipólito Yrigoyen","226,5","6"
"54098080","MISIONES","San Ignacio","Jardín América","3","24"
"54098080","MISIONES","San Ignacio","Jardín América","5","18"
"54098080","MISIONES","San Ignacio","Jardín América","6","57"
"54098080","MISIONES","San Ignacio","Jardín América","7","2.184"
"54098080","MISIONES","San Ignacio","Jardín América","10","124"
"54098080","MISIONES","San Ignacio","Jardín América","15","67"
"54098080","MISIONES","San Ignacio","Jardín América","20","1"
"54098080","MISIONES","San Ignacio","Jardín América","30","39"
"54098080","MISIONES","San Ignacio","Jardín América","45","28"
"54098080","MISIONES","San Ignacio","Jardín América","100","1.590"
"54098080","MISIONES","San Ignacio","Jardín América","150","1.008"
"54098080","MISIONES","San Ignacio","Jardín América","300","132"
"54098080","MISIONES","San Ignacio","Jardín América","226,5","32"
"54098090","MISIONES","San Ignacio","Oasis","5","18"
"54098090","MISIONES","San Ignacio","Oasis","6","11"
"54098090","MISIONES","San Ignacio","Oasis","7","185"
"54098090","MISIONES","San Ignacio","Oasis","226,5","9"
"0","MISIONES","San Ignacio","Otros","226,5","14"
"54098100","MISIONES","San Ignacio","Roca Chica","5","68"
"54098100","MISIONES","San Ignacio","Roca Chica","6","35"
"54098100","MISIONES","San Ignacio","Roca Chica","7","190"
"54098100","MISIONES","San Ignacio","Roca Chica","226,5","43"
"54098110","MISIONES","San Ignacio","San Ignacio","1","1"
"54098110","MISIONES","San Ignacio","San Ignacio","3","2"
"54098110","MISIONES","San Ignacio","San Ignacio","0,5","1"
"54098110","MISIONES","San Ignacio","San Ignacio","5","11"
"54098110","MISIONES","San Ignacio","San Ignacio","6","38"
"54098110","MISIONES","San Ignacio","San Ignacio","7","928"
"54098110","MISIONES","San Ignacio","San Ignacio","10","151"
"54098110","MISIONES","San Ignacio","San Ignacio","15","17"
"54098110","MISIONES","San Ignacio","San Ignacio","20","2"
"54098110","MISIONES","San Ignacio","San Ignacio","226,5","37"
"54098120","MISIONES","San Ignacio","Santo Pipó","1","1"
"54098120","MISIONES","San Ignacio","Santo Pipó","3","1"
"54098120","MISIONES","San Ignacio","Santo Pipó","5","17"
"54098120","MISIONES","San Ignacio","Santo Pipó","6","35"
"54098120","MISIONES","San Ignacio","Santo Pipó","7","388"
"54098120","MISIONES","San Ignacio","Santo Pipó","10","92"
"54098120","MISIONES","San Ignacio","Santo Pipó","15","8"
"54098120","MISIONES","San Ignacio","Santo Pipó","226,5","64"
"54105010","MISIONES","San Javier","Florentino Ameghino","0","60"
"54105010","MISIONES","San Javier","Florentino Ameghino","226,5","4"
"54105020","MISIONES","San Javier","Itacaruaré","2","95"
"54105020","MISIONES","San Javier","Itacaruaré","226,5","10"
"54105030","MISIONES","San Javier","Mojón Grande","0","35"
"54105030","MISIONES","San Javier","Mojón Grande","226,5","8"
"0","MISIONES","San Javier","Otros","226,5","3"
"54105040","MISIONES","San Javier","San Javier","0","40"
"54105040","MISIONES","San Javier","San Javier","2","1.302"
"54105040","MISIONES","San Javier","San Javier","3","400"
"54105040","MISIONES","San Javier","San Javier","0,5","3"
"54105040","MISIONES","San Javier","San Javier","226,5","13"
"54112010","MISIONES","San Pedro","Cruce Caballero","5","32"
"54112010","MISIONES","San Pedro","Cruce Caballero","10","5"
"54112010","MISIONES","San Pedro","Cruce Caballero","20","1"
"54112010","MISIONES","San Pedro","Cruce Caballero","226,5","11"
"0","MISIONES","San Pedro","Otros","0","15"
"0","MISIONES","San Pedro","Otros","226,5","67"
"54112020","MISIONES","San Pedro","Paraíso","0","8"
"54112020","MISIONES","San Pedro","Paraíso","5","500"
"54112020","MISIONES","San Pedro","Paraíso","10","95"
"54112020","MISIONES","San Pedro","Paraíso","226,5","19"
"54112030","MISIONES","San Pedro","Piñalito Sur","5","22"
"54112030","MISIONES","San Pedro","Piñalito Sur","10","3"
"54112030","MISIONES","San Pedro","Piñalito Sur","226,5","10"
"54112040","MISIONES","San Pedro","San Pedro","2","5"
"54112040","MISIONES","San Pedro","San Pedro","3","2"
"54112040","MISIONES","San Pedro","San Pedro","4","1"
"54112040","MISIONES","San Pedro","San Pedro","5","699"
"54112040","MISIONES","San Pedro","San Pedro","6","8"
"54112040","MISIONES","San Pedro","San Pedro","7","2"
"54112040","MISIONES","San Pedro","San Pedro","8","1"
"54112040","MISIONES","San Pedro","San Pedro","10","996"
"54112040","MISIONES","San Pedro","San Pedro","12","1"
"54112040","MISIONES","San Pedro","San Pedro","13","1"
"54112040","MISIONES","San Pedro","San Pedro","16","1"
"54112040","MISIONES","San Pedro","San Pedro","20","55"
"54112040","MISIONES","San Pedro","San Pedro","30","4"
"54112040","MISIONES","San Pedro","San Pedro","50","1"
"54112040","MISIONES","San Pedro","San Pedro","226,5","96"
"54112050","MISIONES","San Pedro","Tobuna","5","12"
"54112050","MISIONES","San Pedro","Tobuna","10","3"
"54112050","MISIONES","San Pedro","Tobuna","226,5","12"

